site,time,grid,diesel,solar
site1,55,TRUE,TRUE,TRUE
site1,56,TRUE,TRUE,TRUE
site1,57,TRUE,TRUE,TRUE
site1,58,TRUE,TRUE,TRUE
site1,59,TRUE,TRUE,TRUE
site1,60,TRUE,TRUE,TRUE
site1,61,TRUE,TRUE,TRUE
site1,62,TRUE,TRUE,TRUE
site1,63,TRUE,TRUE,TRUE
site1,64,TRUE,TRUE,TRUE
site1,65,TRUE,TRUE,TRUE
site1,66,TRUE,TRUE,TRUE
site1,67,TRUE,TRUE,TRUE
site1,68,TRUE,TRUE,TRUE
site1,69,TRUE,TRUE,TRUE
site1,70,FALSE,FALSE,FALSE
site1,71,FALSE,FALSE,FALSE
site1,72,FALSE,FALSE,FALSE
site1,73,FALSE,FALSE,FALSE
site1,74,FALSE,FALSE,FALSE
site1,75,TRUE,TRUE,TRUE
site1,76,FALSE,FALSE,FALSE
site1,77,TRUE,TRUE,TRUE
site1,78,TRUE,TRUE,TRUE
site1,79,TRUE,TRUE,TRUE
site1,80,TRUE,TRUE,TRUE
site1,81,TRUE,TRUE,TRUE
site1,82,TRUE,TRUE,TRUE
site1,83,TRUE,TRUE,TRUE
site1,84,TRUE,TRUE,TRUE
site1,85,TRUE,TRUE,TRUE
site1,86,TRUE,TRUE,TRUE
site1,87,TRUE,TRUE,TRUE
site1,88,TRUE,TRUE,TRUE
site1,89,TRUE,TRUE,TRUE
site1,90,TRUE,TRUE,TRUE
site1,91,TRUE,TRUE,TRUE
site1,92,TRUE,TRUE,TRUE
site1,93,TRUE,TRUE,TRUE
site1,94,TRUE,TRUE,TRUE
site1,95,FALSE,FALSE,FALSE
site1,96,FALSE,FALSE,FALSE
site1,97,FALSE,FALSE,FALSE
site1,98,TRUE,TRUE,TRUE
site1,99,TRUE,TRUE,TRUE
site1,100,FALSE,FALSE,FALSE
site1,101,TRUE,TRUE,TRUE
site1,102,TRUE,TRUE,TRUE
site1,103,TRUE,TRUE,TRUE
site1,104,TRUE,TRUE,TRUE
site1,105,TRUE,TRUE,TRUE
site1,106,TRUE,TRUE,TRUE
site1,107,TRUE,TRUE,TRUE
site1,108,TRUE,TRUE,TRUE
site1,109,TRUE,TRUE,TRUE
site1,110,TRUE,TRUE,TRUE
site1,111,TRUE,TRUE,TRUE
site1,112,TRUE,TRUE,TRUE
site1,113,TRUE,TRUE,TRUE
site1,114,TRUE,TRUE,TRUE
site1,115,TRUE,TRUE,TRUE
site1,116,TRUE,TRUE,TRUE
site1,117,FALSE,FALSE,FALSE
site1,118,FALSE,FALSE,FALSE
site1,119,FALSE,FALSE,FALSE
site1,120,FALSE,FALSE,FALSE
site1,121,FALSE,FALSE,FALSE
site1,122,TRUE,TRUE,TRUE
site1,123,FALSE,FALSE,FALSE
site1,124,FALSE,FALSE,FALSE
site1,125,TRUE,TRUE,TRUE
site1,126,TRUE,TRUE,TRUE
site1,127,TRUE,TRUE,TRUE
site1,128,TRUE,TRUE,TRUE
site1,129,TRUE,TRUE,TRUE
site1,130,TRUE,TRUE,TRUE
site1,131,TRUE,TRUE,TRUE
site1,132,TRUE,TRUE,TRUE
site1,133,TRUE,TRUE,TRUE
site1,134,TRUE,TRUE,TRUE
site1,135,TRUE,TRUE,TRUE
site1,136,TRUE,TRUE,TRUE
site1,137,TRUE,TRUE,TRUE
site1,138,TRUE,TRUE,TRUE
site1,139,TRUE,TRUE,TRUE
site1,140,TRUE,TRUE,TRUE
site1,141,TRUE,TRUE,TRUE
site1,142,TRUE,TRUE,TRUE
site1,143,FALSE,FALSE,FALSE
site1,144,FALSE,FALSE,FALSE
site1,145,FALSE,FALSE,FALSE
site1,146,FALSE,FALSE,FALSE
site1,147,FALSE,FALSE,FALSE
site1,148,FALSE,FALSE,FALSE
site1,149,TRUE,TRUE,TRUE
site1,150,TRUE,TRUE,TRUE
site1,151,TRUE,TRUE,TRUE
site1,152,TRUE,TRUE,TRUE
site1,153,TRUE,TRUE,TRUE
site1,154,TRUE,TRUE,TRUE
site1,155,TRUE,TRUE,TRUE
site1,156,TRUE,TRUE,TRUE
site1,157,TRUE,TRUE,TRUE
site1,158,TRUE,TRUE,TRUE
site1,159,TRUE,TRUE,TRUE
site1,160,TRUE,TRUE,TRUE
site1,161,TRUE,TRUE,TRUE
site1,162,TRUE,TRUE,TRUE
site1,163,TRUE,TRUE,TRUE
site1,164,TRUE,TRUE,TRUE
site1,165,TRUE,TRUE,TRUE
site1,166,TRUE,TRUE,TRUE
site1,167,TRUE,TRUE,TRUE
site1,168,FALSE,FALSE,FALSE
site1,169,FALSE,FALSE,FALSE
site1,170,FALSE,FALSE,FALSE
site1,171,FALSE,FALSE,FALSE
site1,172,TRUE,TRUE,TRUE
site1,173,TRUE,TRUE,TRUE
site1,174,TRUE,TRUE,TRUE
site1,175,TRUE,TRUE,TRUE
site1,176,TRUE,TRUE,TRUE
site1,177,TRUE,TRUE,TRUE
site1,178,TRUE,TRUE,TRUE
site1,179,TRUE,TRUE,TRUE
site1,180,FALSE,FALSE,FALSE
site1,181,FALSE,FALSE,FALSE
site1,182,TRUE,TRUE,TRUE
site1,183,TRUE,TRUE,TRUE
site1,184,TRUE,TRUE,TRUE
site1,185,TRUE,TRUE,TRUE
site1,186,TRUE,TRUE,TRUE
site1,187,TRUE,TRUE,TRUE
site1,188,FALSE,FALSE,FALSE
site1,189,TRUE,TRUE,TRUE
site1,190,FALSE,FALSE,FALSE
site1,191,TRUE,TRUE,TRUE
site1,192,FALSE,FALSE,FALSE
site1,193,FALSE,FALSE,FALSE
site1,194,FALSE,FALSE,FALSE
site1,195,FALSE,FALSE,FALSE
site1,196,FALSE,FALSE,FALSE
site1,197,TRUE,TRUE,TRUE
site1,198,TRUE,TRUE,TRUE
site1,199,TRUE,TRUE,TRUE
site1,200,TRUE,TRUE,TRUE
site1,201,TRUE,TRUE,TRUE
site1,202,TRUE,TRUE,TRUE
site1,203,TRUE,TRUE,TRUE
site1,204,TRUE,TRUE,TRUE
site1,205,TRUE,TRUE,TRUE
site1,206,TRUE,TRUE,TRUE
site1,207,TRUE,TRUE,TRUE
site1,208,TRUE,TRUE,TRUE
site1,209,TRUE,TRUE,TRUE
site1,210,TRUE,TRUE,TRUE
site1,211,TRUE,TRUE,TRUE
site1,212,FALSE,FALSE,FALSE
site1,213,FALSE,FALSE,FALSE
site1,214,FALSE,FALSE,FALSE
site1,215,FALSE,FALSE,FALSE
site1,216,FALSE,FALSE,FALSE
site1,217,FALSE,FALSE,FALSE
site1,218,TRUE,TRUE,TRUE
site1,219,FALSE,FALSE,FALSE
site1,220,FALSE,FALSE,FALSE
site1,221,FALSE,FALSE,FALSE
site1,222,TRUE,TRUE,TRUE
site1,223,TRUE,TRUE,TRUE
site1,224,TRUE,TRUE,TRUE
site1,225,TRUE,TRUE,TRUE
site1,226,TRUE,TRUE,TRUE
site1,227,TRUE,TRUE,TRUE
site1,228,TRUE,TRUE,TRUE
site1,229,TRUE,TRUE,TRUE
site1,230,TRUE,TRUE,TRUE
site1,231,TRUE,TRUE,TRUE
site1,232,TRUE,TRUE,TRUE
site1,233,TRUE,TRUE,TRUE
site1,234,TRUE,TRUE,TRUE
site1,235,TRUE,TRUE,TRUE
site1,236,TRUE,TRUE,TRUE
site1,237,FALSE,FALSE,FALSE
site1,238,FALSE,FALSE,FALSE
site1,239,FALSE,FALSE,FALSE
site1,240,FALSE,FALSE,FALSE
site1,241,FALSE,FALSE,FALSE
site1,242,FALSE,FALSE,FALSE
site1,243,FALSE,FALSE,FALSE
site1,244,FALSE,FALSE,FALSE
site1,245,FALSE,FALSE,FALSE
site1,246,TRUE,TRUE,TRUE
site1,247,TRUE,TRUE,TRUE
site1,248,TRUE,TRUE,TRUE
site1,249,TRUE,TRUE,TRUE
site1,250,TRUE,TRUE,TRUE
site1,251,TRUE,TRUE,TRUE
site1,252,TRUE,TRUE,TRUE
site1,253,TRUE,TRUE,TRUE
site1,254,TRUE,TRUE,TRUE
site1,255,TRUE,TRUE,TRUE
site1,256,TRUE,TRUE,TRUE
site1,257,TRUE,TRUE,TRUE
site1,258,TRUE,TRUE,TRUE
site1,259,TRUE,TRUE,TRUE
site1,260,TRUE,TRUE,TRUE
site1,261,TRUE,TRUE,TRUE
site1,262,FALSE,FALSE,FALSE
site1,263,FALSE,FALSE,FALSE
site1,264,FALSE,FALSE,FALSE
site1,265,TRUE,TRUE,TRUE
site1,266,FALSE,FALSE,FALSE
site1,267,FALSE,FALSE,FALSE
site1,268,TRUE,TRUE,TRUE
site1,269,TRUE,TRUE,TRUE
site1,270,TRUE,TRUE,TRUE
site1,271,TRUE,TRUE,TRUE
site1,272,TRUE,TRUE,TRUE
site1,273,TRUE,TRUE,TRUE
site1,274,TRUE,TRUE,TRUE
site1,275,TRUE,TRUE,TRUE
site1,276,TRUE,TRUE,TRUE
site1,277,TRUE,TRUE,TRUE
site1,278,TRUE,TRUE,TRUE
site1,279,TRUE,TRUE,TRUE
site1,280,TRUE,TRUE,TRUE
site1,281,TRUE,TRUE,TRUE
site1,282,TRUE,TRUE,TRUE
site1,283,TRUE,TRUE,TRUE
site1,284,FALSE,FALSE,FALSE
site1,285,FALSE,FALSE,FALSE
site1,286,FALSE,FALSE,FALSE
site1,287,FALSE,FALSE,FALSE
site1,288,FALSE,FALSE,FALSE
site1,289,FALSE,FALSE,FALSE
site1,290,FALSE,FALSE,FALSE
site1,291,FALSE,FALSE,FALSE
site1,292,FALSE,FALSE,FALSE
site1,293,TRUE,TRUE,TRUE
site1,294,TRUE,TRUE,TRUE
site1,295,TRUE,TRUE,TRUE
site1,296,TRUE,TRUE,TRUE
site1,297,TRUE,TRUE,TRUE
site1,298,TRUE,TRUE,TRUE
site1,299,TRUE,TRUE,TRUE
site1,300,TRUE,TRUE,TRUE
site1,301,TRUE,TRUE,TRUE
site1,302,TRUE,TRUE,TRUE
site1,303,TRUE,TRUE,TRUE
site1,304,TRUE,TRUE,TRUE
site1,305,TRUE,TRUE,TRUE
site1,306,TRUE,TRUE,TRUE
site1,307,TRUE,TRUE,TRUE
site1,308,TRUE,TRUE,TRUE
site1,309,TRUE,TRUE,TRUE
site1,310,FALSE,FALSE,FALSE
site1,311,FALSE,FALSE,FALSE
site1,312,FALSE,FALSE,FALSE
site1,313,TRUE,TRUE,TRUE
site1,314,FALSE,FALSE,FALSE
site1,315,FALSE,FALSE,FALSE
site1,316,FALSE,FALSE,FALSE
site1,317,FALSE,FALSE,FALSE
site1,318,TRUE,TRUE,TRUE
site1,319,TRUE,TRUE,TRUE
site1,320,TRUE,TRUE,TRUE
site1,321,TRUE,TRUE,TRUE
site1,322,TRUE,TRUE,TRUE
site1,323,TRUE,TRUE,TRUE
site1,324,TRUE,TRUE,TRUE
site1,325,TRUE,TRUE,TRUE
site1,326,TRUE,TRUE,TRUE
site1,327,TRUE,TRUE,TRUE
site1,328,TRUE,TRUE,TRUE
site1,329,TRUE,TRUE,TRUE
site1,330,TRUE,TRUE,TRUE
site1,331,TRUE,TRUE,TRUE
site1,332,TRUE,TRUE,TRUE
site1,333,TRUE,TRUE,TRUE
site1,334,TRUE,TRUE,TRUE
site1,335,TRUE,TRUE,TRUE
site1,336,TRUE,TRUE,TRUE
site1,337,FALSE,FALSE,FALSE
site1,338,FALSE,FALSE,FALSE
site1,339,FALSE,FALSE,FALSE
site1,340,TRUE,TRUE,TRUE
site1,341,TRUE,TRUE,TRUE
site1,342,TRUE,TRUE,TRUE
site1,343,TRUE,TRUE,TRUE
site1,344,TRUE,TRUE,TRUE
site1,345,TRUE,TRUE,TRUE
site1,346,TRUE,TRUE,TRUE
site1,347,TRUE,TRUE,TRUE
site1,348,TRUE,TRUE,TRUE
site1,349,TRUE,TRUE,TRUE
site1,350,TRUE,TRUE,TRUE
site1,351,TRUE,TRUE,TRUE
site1,352,TRUE,TRUE,TRUE
site1,353,TRUE,TRUE,TRUE
site1,354,TRUE,TRUE,TRUE
site1,355,TRUE,TRUE,TRUE
site1,356,TRUE,TRUE,TRUE
site1,357,TRUE,TRUE,TRUE
site1,358,TRUE,TRUE,TRUE
site1,359,FALSE,FALSE,FALSE
site1,360,TRUE,TRUE,TRUE
site1,361,TRUE,TRUE,TRUE
site1,362,FALSE,FALSE,FALSE
site1,363,TRUE,TRUE,TRUE
site1,364,FALSE,FALSE,FALSE
site1,365,TRUE,TRUE,TRUE
site1,366,TRUE,TRUE,TRUE
site1,367,TRUE,TRUE,TRUE
site1,368,TRUE,TRUE,TRUE
site1,369,TRUE,TRUE,TRUE
site1,370,TRUE,TRUE,TRUE
site1,371,TRUE,TRUE,TRUE
site1,372,TRUE,TRUE,TRUE
site1,373,TRUE,TRUE,TRUE
site1,374,TRUE,TRUE,TRUE
site1,375,TRUE,TRUE,TRUE
site1,376,TRUE,TRUE,TRUE
site1,377,TRUE,TRUE,TRUE
site1,378,TRUE,TRUE,TRUE
site1,379,TRUE,TRUE,TRUE
site1,380,TRUE,TRUE,TRUE
site1,381,TRUE,TRUE,TRUE
site1,382,TRUE,TRUE,TRUE
site1,383,TRUE,TRUE,TRUE
site1,384,TRUE,TRUE,TRUE
site1,385,FALSE,FALSE,FALSE
site1,386,TRUE,TRUE,TRUE
site1,387,TRUE,TRUE,TRUE
site1,388,TRUE,TRUE,TRUE
site1,389,TRUE,TRUE,TRUE
site1,390,TRUE,TRUE,TRUE
site1,391,TRUE,TRUE,TRUE
site1,392,TRUE,TRUE,TRUE
site1,393,TRUE,TRUE,TRUE
site1,394,TRUE,TRUE,TRUE
site1,395,TRUE,TRUE,TRUE
site1,396,TRUE,TRUE,TRUE
site1,397,TRUE,TRUE,TRUE
site1,398,TRUE,TRUE,TRUE
site1,399,TRUE,TRUE,TRUE
site1,400,TRUE,TRUE,TRUE
site1,401,TRUE,TRUE,TRUE
site1,402,TRUE,TRUE,TRUE
site1,403,TRUE,TRUE,TRUE
site1,404,TRUE,TRUE,TRUE
site1,405,TRUE,TRUE,TRUE
site1,406,TRUE,TRUE,TRUE
site1,407,TRUE,TRUE,TRUE
site1,408,FALSE,FALSE,FALSE
site1,409,TRUE,TRUE,TRUE
site1,410,FALSE,FALSE,FALSE
site1,411,FALSE,FALSE,FALSE
site1,412,FALSE,FALSE,FALSE
site1,413,TRUE,TRUE,TRUE
site1,414,TRUE,TRUE,TRUE
site1,415,TRUE,TRUE,TRUE
site1,416,TRUE,TRUE,TRUE
site1,417,TRUE,TRUE,TRUE
site1,418,TRUE,TRUE,TRUE
site1,419,TRUE,TRUE,TRUE
site1,420,TRUE,TRUE,TRUE
site1,421,TRUE,TRUE,TRUE
site1,422,TRUE,TRUE,TRUE
site1,423,TRUE,TRUE,TRUE
site1,424,TRUE,TRUE,TRUE
site1,425,TRUE,TRUE,TRUE
site1,426,TRUE,TRUE,TRUE
site1,427,TRUE,TRUE,TRUE
site1,428,TRUE,TRUE,TRUE
site1,429,TRUE,TRUE,TRUE
site1,430,TRUE,TRUE,TRUE
site1,431,TRUE,TRUE,TRUE
site1,432,TRUE,TRUE,TRUE
site1,433,FALSE,FALSE,FALSE
site1,434,FALSE,FALSE,FALSE
site1,435,FALSE,FALSE,FALSE
site1,436,FALSE,FALSE,FALSE
site1,437,FALSE,FALSE,FALSE
site1,438,TRUE,TRUE,TRUE
site1,439,TRUE,TRUE,TRUE
site1,440,TRUE,TRUE,TRUE
site1,441,TRUE,TRUE,TRUE
site1,442,TRUE,TRUE,TRUE
site1,443,TRUE,TRUE,TRUE
site1,444,TRUE,TRUE,TRUE
site1,445,TRUE,TRUE,TRUE
site1,446,TRUE,TRUE,TRUE
site1,447,TRUE,TRUE,TRUE
site1,448,TRUE,TRUE,TRUE
site1,449,FALSE,FALSE,FALSE
site1,450,TRUE,TRUE,TRUE
site1,451,FALSE,FALSE,FALSE
site1,452,TRUE,TRUE,TRUE
site1,453,TRUE,TRUE,TRUE
site1,454,TRUE,TRUE,TRUE
site1,455,FALSE,FALSE,FALSE
site1,456,TRUE,TRUE,TRUE
site1,457,FALSE,FALSE,FALSE
site1,458,FALSE,FALSE,FALSE
site1,459,TRUE,TRUE,TRUE
site1,460,FALSE,FALSE,FALSE
site1,461,TRUE,TRUE,TRUE
site1,462,TRUE,TRUE,TRUE
site1,463,TRUE,TRUE,TRUE
site1,464,TRUE,TRUE,TRUE
site1,465,TRUE,TRUE,TRUE
site1,466,TRUE,TRUE,TRUE
site1,467,TRUE,TRUE,TRUE
site1,468,TRUE,TRUE,TRUE
site1,469,FALSE,FALSE,FALSE
site1,470,TRUE,TRUE,TRUE
site1,471,TRUE,TRUE,TRUE
site1,472,TRUE,TRUE,TRUE
site1,473,TRUE,TRUE,TRUE
site1,474,FALSE,FALSE,FALSE
site1,475,FALSE,FALSE,FALSE
site1,476,TRUE,TRUE,TRUE
site1,477,TRUE,TRUE,TRUE
site1,478,TRUE,TRUE,TRUE
site1,479,TRUE,TRUE,TRUE
site1,480,TRUE,TRUE,TRUE
site1,481,FALSE,FALSE,FALSE
site1,482,FALSE,FALSE,FALSE
site1,483,TRUE,TRUE,TRUE
site1,484,FALSE,FALSE,FALSE
site1,485,TRUE,TRUE,TRUE
site1,486,TRUE,TRUE,TRUE
site1,487,TRUE,TRUE,TRUE
site1,488,TRUE,TRUE,TRUE
site1,489,TRUE,TRUE,TRUE
site1,490,TRUE,TRUE,TRUE
site1,491,TRUE,TRUE,TRUE
site1,492,TRUE,TRUE,TRUE
site1,493,TRUE,TRUE,TRUE
site1,494,TRUE,TRUE,TRUE
site1,495,TRUE,TRUE,TRUE
site1,496,FALSE,FALSE,FALSE
site1,497,TRUE,TRUE,TRUE
site1,498,TRUE,TRUE,TRUE
site1,499,TRUE,TRUE,TRUE
site1,500,TRUE,TRUE,TRUE
site1,501,TRUE,TRUE,TRUE
site1,502,TRUE,TRUE,TRUE
site1,503,TRUE,TRUE,TRUE
site1,504,TRUE,TRUE,TRUE
site1,505,FALSE,FALSE,FALSE
site1,506,TRUE,TRUE,TRUE
site1,507,FALSE,FALSE,FALSE
site1,508,FALSE,FALSE,FALSE
site1,509,FALSE,FALSE,FALSE
site1,510,TRUE,TRUE,TRUE
site1,511,TRUE,TRUE,TRUE
site1,512,TRUE,TRUE,TRUE
site1,513,TRUE,TRUE,TRUE
site1,514,FALSE,FALSE,FALSE
site1,515,TRUE,TRUE,TRUE
site1,516,TRUE,TRUE,TRUE
site1,517,TRUE,TRUE,TRUE
site1,518,TRUE,TRUE,TRUE
site1,519,TRUE,TRUE,TRUE
site1,520,TRUE,TRUE,TRUE
site1,521,TRUE,TRUE,TRUE
site1,522,TRUE,TRUE,TRUE
site1,523,TRUE,TRUE,TRUE
site1,524,TRUE,TRUE,TRUE
site1,525,FALSE,FALSE,FALSE
site1,526,FALSE,FALSE,FALSE
site1,527,FALSE,FALSE,FALSE
site1,528,FALSE,FALSE,FALSE
site1,529,FALSE,FALSE,FALSE
site1,530,FALSE,FALSE,FALSE
site1,531,FALSE,FALSE,FALSE
site1,532,FALSE,FALSE,FALSE
site1,533,TRUE,TRUE,TRUE
site1,534,TRUE,TRUE,TRUE
site1,535,TRUE,TRUE,TRUE
site1,536,TRUE,TRUE,TRUE
site1,537,TRUE,TRUE,TRUE
site1,538,TRUE,TRUE,TRUE
site1,539,TRUE,TRUE,TRUE
site1,540,FALSE,FALSE,FALSE
site1,541,FALSE,FALSE,FALSE
site1,542,TRUE,TRUE,TRUE
site1,543,TRUE,TRUE,TRUE
site1,544,TRUE,TRUE,TRUE
site1,545,TRUE,TRUE,TRUE
site1,546,TRUE,TRUE,TRUE
site1,547,TRUE,TRUE,TRUE
site1,548,TRUE,TRUE,TRUE
site1,549,TRUE,TRUE,TRUE
site1,550,TRUE,TRUE,TRUE
site1,551,TRUE,TRUE,TRUE
site1,552,FALSE,FALSE,FALSE
site1,553,FALSE,FALSE,FALSE
site1,554,FALSE,FALSE,FALSE
site1,555,FALSE,FALSE,FALSE
site1,556,FALSE,FALSE,FALSE
site1,557,FALSE,FALSE,FALSE
site1,558,TRUE,TRUE,TRUE
site1,559,FALSE,FALSE,FALSE
site1,560,TRUE,TRUE,TRUE
site1,561,TRUE,TRUE,TRUE
site1,562,FALSE,FALSE,FALSE
site1,563,TRUE,TRUE,TRUE
site1,564,TRUE,TRUE,TRUE
site1,565,TRUE,TRUE,TRUE
site1,566,TRUE,TRUE,TRUE
site1,567,TRUE,TRUE,TRUE
site1,568,TRUE,TRUE,TRUE
site1,569,TRUE,TRUE,TRUE
site1,570,TRUE,TRUE,TRUE
site1,571,TRUE,TRUE,TRUE
site1,572,TRUE,TRUE,TRUE
site1,573,TRUE,TRUE,TRUE
site1,574,TRUE,TRUE,TRUE
site1,575,TRUE,TRUE,TRUE
site1,576,FALSE,FALSE,FALSE
site1,577,FALSE,FALSE,FALSE
site1,578,FALSE,FALSE,FALSE
site1,579,FALSE,FALSE,FALSE
site1,580,FALSE,FALSE,FALSE
site1,581,FALSE,FALSE,FALSE
site1,582,TRUE,TRUE,TRUE
site1,583,TRUE,TRUE,TRUE
site1,584,TRUE,TRUE,TRUE
site1,585,TRUE,TRUE,TRUE
site1,586,TRUE,TRUE,TRUE
site1,587,TRUE,TRUE,TRUE
site1,588,TRUE,TRUE,TRUE
site1,589,TRUE,TRUE,TRUE
site1,590,TRUE,TRUE,TRUE
site1,591,TRUE,TRUE,TRUE
site1,592,TRUE,TRUE,TRUE
site1,593,TRUE,TRUE,TRUE
site1,594,TRUE,TRUE,TRUE
site1,595,TRUE,TRUE,TRUE
site1,596,TRUE,TRUE,TRUE
site1,597,TRUE,TRUE,TRUE
site1,598,TRUE,TRUE,TRUE
site1,599,TRUE,TRUE,TRUE
site1,600,TRUE,TRUE,TRUE
site1,601,TRUE,TRUE,TRUE
site1,602,TRUE,TRUE,TRUE
site1,603,TRUE,TRUE,TRUE
site1,604,TRUE,TRUE,TRUE
site1,605,TRUE,TRUE,TRUE
site1,606,TRUE,TRUE,TRUE
site1,607,FALSE,FALSE,FALSE
site1,608,TRUE,TRUE,TRUE
site1,609,TRUE,TRUE,TRUE
site1,610,TRUE,TRUE,TRUE
site1,611,TRUE,TRUE,TRUE
site1,612,TRUE,TRUE,TRUE
site1,613,TRUE,TRUE,TRUE
site1,614,TRUE,TRUE,TRUE
site1,615,TRUE,TRUE,TRUE
site1,616,TRUE,TRUE,TRUE
site1,617,TRUE,TRUE,TRUE
site1,618,TRUE,TRUE,TRUE
site1,619,TRUE,TRUE,TRUE
site1,620,TRUE,TRUE,TRUE
site1,621,TRUE,TRUE,TRUE
site1,622,FALSE,FALSE,FALSE
site1,623,FALSE,FALSE,FALSE
site1,624,FALSE,FALSE,FALSE
site1,625,FALSE,FALSE,FALSE
site1,626,FALSE,FALSE,FALSE
site1,627,TRUE,TRUE,TRUE
site1,628,TRUE,TRUE,TRUE
site1,629,TRUE,TRUE,TRUE
site1,630,FALSE,FALSE,FALSE
site1,631,FALSE,FALSE,FALSE
site1,632,TRUE,TRUE,TRUE
site1,633,TRUE,TRUE,TRUE
site1,634,TRUE,TRUE,TRUE
site1,635,TRUE,TRUE,TRUE
site1,636,TRUE,TRUE,TRUE
site1,637,TRUE,TRUE,TRUE
site1,638,TRUE,TRUE,TRUE
site1,639,TRUE,TRUE,TRUE
site1,640,TRUE,TRUE,TRUE
site1,641,TRUE,TRUE,TRUE
site1,642,FALSE,FALSE,FALSE
site1,643,TRUE,TRUE,TRUE
site1,644,FALSE,FALSE,FALSE
site1,645,TRUE,TRUE,TRUE
site1,646,TRUE,TRUE,TRUE
site1,647,FALSE,FALSE,FALSE
site1,648,TRUE,TRUE,TRUE
site1,649,TRUE,TRUE,TRUE
site1,650,TRUE,TRUE,TRUE
site1,651,FALSE,FALSE,FALSE
site1,652,FALSE,FALSE,FALSE
site1,653,TRUE,TRUE,TRUE
site1,654,FALSE,FALSE,FALSE
site1,655,TRUE,TRUE,TRUE
site1,656,TRUE,TRUE,TRUE
site1,657,TRUE,TRUE,TRUE
site1,658,TRUE,TRUE,TRUE
site1,659,TRUE,TRUE,TRUE
site1,660,TRUE,TRUE,TRUE
site1,661,TRUE,TRUE,TRUE
site1,662,TRUE,TRUE,TRUE
site1,663,TRUE,TRUE,TRUE
site1,664,TRUE,TRUE,TRUE
site1,665,TRUE,TRUE,TRUE
site1,666,TRUE,TRUE,TRUE
site1,667,FALSE,FALSE,FALSE
site1,668,FALSE,FALSE,FALSE
site1,669,FALSE,FALSE,FALSE
site1,670,FALSE,FALSE,FALSE
site1,671,FALSE,FALSE,FALSE
site1,672,FALSE,FALSE,FALSE
site1,673,FALSE,FALSE,FALSE
site1,674,FALSE,FALSE,FALSE
site1,675,FALSE,FALSE,FALSE
site1,676,FALSE,FALSE,FALSE
site1,677,TRUE,TRUE,TRUE
site1,678,TRUE,TRUE,TRUE
site1,679,TRUE,TRUE,TRUE
site1,680,TRUE,TRUE,TRUE
site1,681,TRUE,TRUE,TRUE
site1,682,TRUE,TRUE,TRUE
site1,683,TRUE,TRUE,TRUE
site1,684,TRUE,TRUE,TRUE
site1,685,TRUE,TRUE,TRUE
site1,686,TRUE,TRUE,TRUE
site1,687,FALSE,FALSE,FALSE
site1,688,TRUE,TRUE,TRUE
site1,689,TRUE,TRUE,TRUE
site1,690,TRUE,TRUE,TRUE
site1,691,TRUE,TRUE,TRUE
site1,692,FALSE,FALSE,FALSE
site1,693,FALSE,FALSE,FALSE
site1,694,FALSE,FALSE,FALSE
site1,695,FALSE,FALSE,FALSE
site1,696,FALSE,FALSE,FALSE
site1,697,FALSE,FALSE,FALSE
